Mod:Item:MetaData, Localized Name
tconstruct:shard:0, Свиностальн. осколок
tconstruct:shard:0, Слизестальн. осколок
tconstruct:shard:0, Слизнев. осколок
tconstruct:shard:0, Синеслизнев. осколок
tconstruct:shard:0, Огнеслизнев. осколок
tconstruct:shard:0, Адокаменн. осколок
tconstruct:shard:0, Кобальтов. осколок
tconstruct:shard:0, Ардитов. осколок
tconstruct:shard:0, Маньюлинов. осколок
tconstruct:shard:0, Медн. осколок
tconstruct:shard:0, Бронзов. осколок
tconstruct:shard:0, Свинцов. осколок
tconstruct:shard:0, Серебрян. осколок
tconstruct:shard:0, Электрумов. осколок
tconstruct:shard:0, Стальн. осколок
tconstruct:shard:0, Абиссальнит осколок
tconstruct:shard:0, Обработанный коралий осколок
tconstruct:shard:0, Страхолит осколок
tconstruct:shard:0, Слиток мракиума осколок
tconstruct:shard:0, Орихалкос осколок
tconstruct:shard:0, Treated Wood осколок
tconstruct:shard:0, Константан осколок
tconstruct:sharpening_kit:0, Сердце наги оселок
tconstruct:sharpening_kit:0, Магический лист оселок
tconstruct:sharpening_kit:0, Пламя оселок
tconstruct:sharpening_kit:0, Королевский металл оселок
tconstruct:sharpening_kit:0, Деревянн. оселок
tconstruct:sharpening_kit:0, Каменн. оселок
tconstruct:sharpening_kit:0, Кремнев. оселок
tconstruct:sharpening_kit:0, Кактусов. оселок
tconstruct:sharpening_kit:0, Костян. оселок
tconstruct:sharpening_kit:0, Обсидианов. оселок
tconstruct:sharpening_kit:0, Призмаринов. оселок
tconstruct:sharpening_kit:0, Эндеровск. оселок
tconstruct:sharpening_kit:0, Бумажн. оселок
tconstruct:sharpening_kit:0, Губочн. оселок
tconstruct:sharpening_kit:0, Огнедерев. оселок
tconstruct:sharpening_kit:0, Железн. оселок
tconstruct:sharpening_kit:0, Свиностальн. оселок
tconstruct:sharpening_kit:0, Слизестальн. оселок
tconstruct:sharpening_kit:0, Слизнев. оселок
tconstruct:sharpening_kit:0, Синеслизнев. оселок
tconstruct:sharpening_kit:0, Огнеслизнев. оселок
tconstruct:sharpening_kit:0, Адокаменн. оселок
tconstruct:sharpening_kit:0, Кобальтов. оселок
tconstruct:sharpening_kit:0, Ардитов. оселок
tconstruct:sharpening_kit:0, Маньюлинов. оселок
tconstruct:sharpening_kit:0, Медн. оселок
tconstruct:sharpening_kit:0, Бронзов. оселок
tconstruct:sharpening_kit:0, Свинцов. оселок
tconstruct:sharpening_kit:0, Серебрян. оселок
tconstruct:sharpening_kit:0, Электрумов. оселок
tconstruct:sharpening_kit:0, Стальн. оселок
tconstruct:sharpening_kit:0, Абиссальнит оселок
tconstruct:sharpening_kit:0, Обработанный коралий оселок
tconstruct:sharpening_kit:0, Страхолит оселок
tconstruct:sharpening_kit:0, Слиток мракиума оселок
tconstruct:sharpening_kit:0, Орихалкос оселок
tconstruct:sharpening_kit:0, Treated Wood оселок
tconstruct:sharpening_kit:0, Константан оселок
tconstruct:pick_head:0, Сердце наги навершие кирки
tconstruct:pick_head:0, Магический лист навершие кирки
tconstruct:pick_head:0, Пламя навершие кирки
tconstruct:pick_head:0, Королевский металл навершие кирки
tconstruct:pick_head:0, Деревянн. навершие кирки
tconstruct:pick_head:0, Каменн. навершие кирки
tconstruct:pick_head:0, Кремнев. навершие кирки
tconstruct:pick_head:0, Кактусов. навершие кирки
tconstruct:pick_head:0, Костян. навершие кирки
tconstruct:pick_head:0, Обсидианов. навершие кирки
tconstruct:pick_head:0, Призмаринов. навершие кирки
tconstruct:pick_head:0, Эндеровск. навершие кирки
tconstruct:pick_head:0, Бумажн. навершие кирки
tconstruct:pick_head:0, Губочн. навершие кирки
tconstruct:pick_head:0, Огнедерев. навершие кирки
tconstruct:pick_head:0, Железн. навершие кирки
tconstruct:pick_head:0, Свиностальн. навершие кирки
tconstruct:pick_head:0, Слизестальн. навершие кирки
tconstruct:pick_head:0, Слизнев. навершие кирки
tconstruct:pick_head:0, Синеслизнев. навершие кирки
tconstruct:pick_head:0, Огнеслизнев. навершие кирки
tconstruct:pick_head:0, Адокаменн. навершие кирки
tconstruct:pick_head:0, Кобальтов. навершие кирки
tconstruct:pick_head:0, Ардитов. навершие кирки
tconstruct:pick_head:0, Маньюлинов. навершие кирки
tconstruct:pick_head:0, Медн. навершие кирки
tconstruct:pick_head:0, Бронзов. навершие кирки
tconstruct:pick_head:0, Свинцов. навершие кирки
tconstruct:pick_head:0, Серебрян. навершие кирки
tconstruct:pick_head:0, Электрумов. навершие кирки
tconstruct:pick_head:0, Стальн. навершие кирки
tconstruct:pick_head:0, Абиссальнит навершие кирки
tconstruct:pick_head:0, Обработанный коралий навершие кирки
tconstruct:pick_head:0, Страхолит навершие кирки
tconstruct:pick_head:0, Слиток мракиума навершие кирки
tconstruct:pick_head:0, Орихалкос навершие кирки
tconstruct:pick_head:0, Treated Wood навершие кирки
tconstruct:pick_head:0, Константан навершие кирки
tconstruct:shovel_head:0, Сердце наги полотно лопаты
tconstruct:shovel_head:0, Магический лист полотно лопаты
tconstruct:shovel_head:0, Пламя полотно лопаты
tconstruct:shovel_head:0, Королевский металл полотно лопаты
tconstruct:shovel_head:0, Деревянн. полотно лопаты
tconstruct:shovel_head:0, Каменн. полотно лопаты
tconstruct:shovel_head:0, Кремнев. полотно лопаты
tconstruct:shovel_head:0, Кактусов. полотно лопаты
tconstruct:shovel_head:0, Костян. полотно лопаты
tconstruct:shovel_head:0, Обсидианов. полотно лопаты
tconstruct:shovel_head:0, Призмаринов. полотно лопаты
tconstruct:shovel_head:0, Эндеровск. полотно лопаты
tconstruct:shovel_head:0, Бумажн. полотно лопаты
tconstruct:shovel_head:0, Губочн. полотно лопаты
